DocType: User,System User,نظام المستخدم
apps/frappe/frappe/config/setup.py +14,System and Website Users,النظام و الموقع الالكتروني للمستخدمين
DocType: DocField,Table,جدول
apps/frappe/frappe/model/document.py +763,Table {0} cannot be empty,الجدول {0} لا يمكن أن تكون فارغة
apps/frappe/frappe/public/js/frappe/form/form_sidebar.html +31,Tags,علامات
DocType: Top Bar Item,Target,الهدف
DocType: About Us Settings,Team Members,أعضاء الفريق
DocType: About Us Settings,Team Members Heading,الأعضاء فريق عنوان
DocType: Web Page,Template Path,مسار قالب
apps/frappe/frappe/public/js/frappe/views/test_runner.js +10,Test Runner,اختبار عداء
apps/frappe/frappe/core/doctype/file/test_file.py +81,Test_Folder,Test_Folder
DocType: DocField,Text,نص
DocType: Web Page,Text Align,محاذاة النص
DocType: Website Theme,Text Color,لون الخط
DocType: DocField,Text Editor,النص محرر
DocType: Web Form,Text to be displayed for Link to Web Page if this form has a web page. Link route will be automatically generated based on `page_name` and `parent_website_route`,النص ليتم عرضها لينك لصفحة ويب إذا هذا النموذج لديه صفحة على شبكة الإنترنت. الطريق الرابط سيتم تلقائيا ولدت على أساس `` page_name` وparent_website_route`
apps/frappe/frappe/templates/emails/new_user.html +8,Thank you,شكرا
apps/frappe/frappe/templates/emails/auto_reply.html +1,Thank you for your email,شكرا لك على بريدك الالكتروني
apps/frappe/frappe/templates/includes/contact.js +30,Thank you for your message,شكرا لرسالتك
apps/frappe/frappe/public/js/frappe/desk.js +75,"The application has been updated to a new version, please refresh this page",تم تحديث التطبيق إلى الإصدار الجديد، يرجى تحديث هذه الصفحة
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +9,The system provides many pre-defined roles. You can add new roles to set finer permissions.,ويوفر النظام العديد من أدوار محددة مسبقا. يمكنك إضافة أدوار جديدة لتعيين أذونات الدقيقة.
apps/frappe/frappe/desk/form/assign_to.py +146,"The task {0}, that you assigned to {1}, has been closed by {2}.",مهمة {0}، الذي قمت بتعيينه إلى {1}، تم إغلاق بواسطة {2}.
apps/frappe/frappe/desk/form/assign_to.py +140,"The task {0}, that you assigned to {1}, has been closed.",مهمة {0}، الذي قمت بتعيينه إلى {1}، تم إغلاق.
DocType: Website Theme,Theme,موضوع
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +465,Then By (optional),ثم (اختياري)
apps/frappe/frappe/core/doctype/doctype/doctype.py +357,There can be only one Fold in a form,يمكن أن يكون هناك واحد فقط طية في شكل
apps/frappe/frappe/utils/file_manager.py +321,There is some problem with the file url: {0},هناك بعض المشاكل مع رابط الملف: {0}
apps/frappe/frappe/core/doctype/user/user.py +201,There should remain at least one System Manager,ينبغي أن تظل هناك إدارة نظام واحد على الأقل
apps/frappe/frappe/core/page/modules_setup/modules_setup.js +55,There were errors,كانت هناك أخطاء
apps/frappe/frappe/public/js/frappe/views/communication.js +399,There were errors while sending email. Please try again.,كانت هناك أخطاء أثناء إرسال البريد الإلكتروني. يرجى المحاولة مرة أخرى.
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +153,There were errors.,كان هناك أخطاء .
apps/frappe/frappe/model/naming.py +156,"There were some errors setting the name, please contact the administrator",كانت هناك بعض الأخطاء تحديد اسم، يرجى الاتصال بمسؤول
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +23,"These permissions will apply for all transactions where the permitted record is linked. For example, if Company C is added to User Permissions of user X, user X will only be able to see transactions that has company C as a linked value.",سيتم تطبيق هذه الأذونات لجميع المعاملات حيث يتم ربط السجل المسموح بها.
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +248,These restrictions will apply for Document Types where 'Apply User Permissions' is checked for the permission rule and a field with this value is present.,سيتم تطبيق هذه القيود على أنواع المستندات حيث &#39;تطبيق ضوابط العضو&#39; محددا لحكم إذن وحقل مع هذه القيمة غير موجودة.
DocType: User,These values will be automatically updated in transactions and also will be useful to restrict permissions for this user on transactions containing these values.,وسيتم تحديث هذه القيم تلقائيا في المعاملات وأيضا سوف تكون مفيدة لتقييد الأذونات لهذا المستخدم على المعاملات التي تحتوي على هذه القيم.
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +27,"These will also be set as default values for those links, if only one such permission record is defined.",كما سيتم تعيين هذه كقيم الافتراضي ل هذه الروابط ، إذا تم تعريف سجل إذن واحد فقط من هذا القبيل.
DocType: User,Third Party Authentication,مصادقة طرف ثالث
apps/frappe/frappe/geo/doctype/currency/currency.js +7,This Currency is disabled. Enable to use in transactions,تم تعطيل هذه العملات . تمكين لاستخدامها في المعاملات
apps/frappe/frappe/email/bulk.py +96,This email was sent to you as CC,تم إرسال هذه الرسالة الإلكترونية إليك كما CC
apps/frappe/frappe/email/bulk.py +162,This email was sent to {0},وقد أرسلت هذه الرسالة إلى {0}
apps/frappe/frappe/email/bulk.py +160,This email was sent to {0} and copied to {1},وقد أرسلت هذه الرسالة الى {0} ونسخها إلى {1}
DocType: Customize Form Field,"This field will appear only if the fieldname defined here has value OR the rules are true (examples): 
myfield
eval:doc.myfield=='My Value'
eval:doc.age>18",
apps/frappe/frappe/public/js/frappe/form/layout.js +34,This form does not have any input,هذا النموذج لا يحتوي على أي مدخلات
apps/frappe/frappe/public/js/legacy/form.js +427,This form has been modified after you have loaded it,تم تعديل هذا النموذج بعد أن كنت قد تحميلها
DocType: Website Slideshow,This goes above the slideshow.,هذا يذهب فوق عرض الشرائح.
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +583,This is PERMANENT action and you cannot undo. Continue?,هذا هو عمل دائم وأنت لا يمكن التراجع. المتابعة؟
apps/frappe/frappe/templates/emails/auto_reply.html +5,This is an automatically generated reply,هذا هو الرد تتولد تلقائيا
apps/frappe/frappe/utils/verified_command.py +40,This link is invalid or expired. Please make sure you have pasted correctly.,هذا الرابط غير صالح أو منتهية الصلاحية. من فضلك تأكد من ولصق بشكل صحيح.
apps/frappe/frappe/desk/form/utils.py +55,This method can only be used to create a Comment,لا يمكن إلا أن هذه الطريقة يمكن استخدامها لإنشاء تعليق
DocType: Website Theme,This must be checked if the below style settings are applicable,هذا يجب أن يتم التحقق إذا كانت إعدادات نمط التالية قابلة للتطبيق
apps/frappe/frappe/templates/generators/blog_post.html +25,This post is filed under {0},يودع هذا المنصب تحت {0}
DocType: DocPerm,This role update User Permissions for a user,هذا الدور ضوابط التحديث العضو لمستخدم
DocType: File,Thumbnail URL,URL المصغرة
DocType: Event,Thursday,الخميس
DocType: User,Tile,قرميدة
DocType: DocField,Time,مرة
DocType: System Settings,Time Zone,منطقة زمنية
DocType: Country,Time Zones,من المناطق الزمنية
DocType: Communication,Timeline DocType,DOCTYPE الزمني
DocType: DocType,Timeline Field,الجدول الزمني الميدان
DocType: Communication,Timeline Name,اسم الزمني
apps/frappe/frappe/core/doctype/doctype/doctype.py +416,Timeline field must be a Link or Dynamic Link,يجب أن يكون حقل الزمني رابط أو الارتباط الحيوي
apps/frappe/frappe/core/doctype/doctype/doctype.py +412,Timeline field must be a valid fieldname,يجب أن يكون حقل الزمني لFIELDNAME صحيح
DocType: Error Snapshot,Timestamp,الطابع الزمني
DocType: User,Timezone,التوقيت
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +57,Tip: Double click cell to edit,ملاحظة: انقر نقرتين على الخلية للتحرير
DocType: Page,Title,اسم التدريب
DocType: Web Page,Title / headline of your page,عنوان / عنوان الصفحة الخاصة بك
DocType: DocType,Title Case,عنوان القضية
DocType: DocType,Title Field,حقل العنوان
DocType: Website Settings,Title Prefix,عنوان الاختصار
apps/frappe/frappe/core/doctype/doctype/doctype.py +385,Title field must be a valid fieldname,يجب أن يكون حقل العنوان ل fieldname صالحة
DocType: Communication,To,إلى
apps/frappe/frappe/desk/doctype/todo/todo_list.js +7,To Do,قائمة المهام
DocType: Email Alert,"To add dynamic subject, use jinja tags like

<div><pre><code>{{ doc.name }} Delivered</code></pre></div>",
apps/frappe/frappe/core/doctype/report/report.js +9,"To format columns, give column labels in the query.",لتنسيق الأعمدة، وإعطاء تسميات الأعمدة في الاستعلام.
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +32,"To give acess to a role for only specific records, check the Apply User Permissions. User Permissions are used to limit users with such role to specific records.",لإعطاء رصا إلى دور للسجلات معينة فقط، والتحقق من تطبيق ضوابط العضو. وتستخدم ضوابط المستخدم للحد من المستخدمين مع هذا الدور لسجلات محددة.
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +4,"To import or update records, you must first download the template for importing.",لاستيراد أو تحديث السجلات، يجب أولا تحميل قالب لاستيراد.
apps/frappe/frappe/public/js/frappe/views/test_runner.js +17,"To run a test add the module name in the route after '{0}'. For example, {1}",لتشغيل اختبار إضافة اسم الوحدة النمطية في الطريق بعد &#39;{0}&#39;. على سبيل المثال، {1}
DocType: ToDo,ToDo,قائمة المهام
apps/frappe/frappe/utils/oauth.py +198,Token is missing,رمز مفقود
apps/frappe/frappe/database.py +218,Too many writes in one request. Please send smaller requests,الكثير من يكتب في طلب واحد . يرجى إرسال طلبات أصغر
apps/frappe/frappe/config/desktop.py +8,Tools,الأدوات
DocType: Website Settings,Top Bar,مقهى الأعلى
DocType: Website Theme,Top Bar Color,أعلى بار اللون
apps/frappe/frappe/website/doctype/website_theme/website_theme.py +40,Top Bar Color and Text Color are the same. They should be have good contrast to be readable.,أعلى بار اللون ولون الخط هي نفسها. وينبغي أن يكون على النقيض من الجيد أن تكون قابلة للقراءة.
DocType: Top Bar Item,Top Bar Item,أفضل شريط الإغلاق
DocType: Website Settings,Top Bar Items,قطع الشريط العلوي
DocType: Website Theme,Top Bar Text Color,أعلى شريط لون الخط
apps/frappe/frappe/desk/query_report.py +136,Total,مجموع
DocType: Error Snapshot,Traceback,Traceback
DocType: Workflow,Transition Rules,الانتقال قوانين
DocType: Workflow,Transitions,التحولات
DocType: Event,Tuesday,الثلاثاء
DocType: Website Settings,Tweet will be shared via your user account (if specified),وسيتم تقاسم تويت عبر حساب المستخدم الخاص بك (في حالة تحديد)
DocType: Website Settings,Twitter Share,تويتر شارك
DocType: Website Settings,Twitter Share via,Twitter المشاركة عبر
DocType: Communication,Type,نوع
apps/frappe/frappe/core/page/data_import_tool/exporter.py +230,Type:,النوع:
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +462,"Unable to display this tree report, due to missing data. Most likely, it is being filtered out due to permissions.",غير قادر على عرض هذا التقرير شجرة، وذلك بسبب البيانات المفقودة. على الأرجح، يتم تصفيتها بها بسبب الأذونات.
apps/frappe/frappe/core/doctype/communication/email.py +216,Unable to find attachment {0},غير قادر على العثور مرفق {0}
apps/frappe/frappe/public/js/frappe/model/model.js +105,Unable to load: {0},غير قادر على تحميل: {0}
apps/frappe/frappe/utils/csvutils.py +33,Unable to open attached file. Please try again.,غير قادر على فتح الملف المرفق. يرجى المحاولة مرة أخرى.
apps/frappe/frappe/email/smtp.py +181,Unable to send emails at this time,غير قادر على إرسال رسائل البريد الإلكتروني في هذا الوقت
apps/frappe/frappe/public/js/frappe/views/calendar.js +274,Unable to update event,غير قادر على تحديث الحدث
DocType: DocField,Unique,فريد من نوعه
apps/frappe/frappe/public/js/frappe/model/model.js +79,Unknown Column: {0},غير معروف العمود: {0}
apps/frappe/frappe/public/js/legacy/print_format.js +144,Unknown Print Format: {0},تنسيق الطباعة غير معروف: {0}
apps/frappe/frappe/desk/page/applications/applications.py +88,Unknown app {0},غير معروف التطبيق {0}
apps/frappe/frappe/utils/csvutils.py +50,"Unknown file encoding. Tried utf-8, windows-1250, windows-1252.",ترميز الملفات غير معروف . حاول UTF- 8 ، ويندوز 1250، ويندوز 1252 .
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html +14,Unread Messages,رسائل غير مقروءة
DocType: Communication,Unread Notification Sent,إعلام مقروء المرسلة
DocType: Communication,Unshared,غير مشترك
apps/frappe/frappe/email/bulk.py +165,Unsubscribe from this list,إلغاء الاشتراك من هذه القائمة
DocType: User,Unsubscribed,إلغاء اشتراكك
apps/frappe/frappe/desk/doctype/event/event.py +68,Upcoming Events for Today,الأحداث القادمة لهذا اليوم
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +87,Update,تحديث
DocType: Workflow Document State,Update Field,تحديث الميدانية
DocType: Workflow Document State,Update Value,تحديث القيمة
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +40,Update the template and save in CSV (Comma Separate Values) format before attaching.,تحديث القالب وحفظ في CSV (الفاصلة قيم منفصلة) شكل قبل إرفاق.
DocType: Communication,Updated,تحديث
apps/frappe/frappe/public/js/frappe/desk.js +308,Updated To New Version,تحديث إلى الإصدار الجديد
apps/frappe/frappe/desk/page/activity/activity_row.html +24,Updated {0}: {1},تحديث {0}: {1}
apps/frappe/frappe/public/js/frappe/form/save.js +13,Updating,التحديث
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +95,Upload,تحميل
apps/frappe/frappe/public/js/frappe/form/footer/attachments.js +211,Upload Attachment,تحميل المرفقات
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +132,Upload CSV file containing all user permissions in the same format as Download.,تحميل ملف CSV يحتوي على جميع أذونات المستخدم في نفس الشكل كما تحميل.
DocType: Dropbox Backup,Upload Frequency,تحميل التردد
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +127,Upload User Permissions,تحميل ضوابط العضو
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +140,Upload and Sync,تحميل ومزامنة
apps/frappe/frappe/public/js/frappe/upload.js +156,Uploading...,تحميل ...
DocType: Email Account,Use IMAP,استخدام IMAP
DocType: Email Account,Use SSL,استخدام SSL
DocType: Email Account,Use TLS,استخدام TLS
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +185,Use the field to filter records,استخدام الحقل لتصفية السجلات
DocType: Customize Form,Use this fieldname to generate title,استخدام هذا FIELDNAME لتوليد عنوان
DocType: Communication,User,إدارة المستخدمين
DocType: DocType,User Cannot Create,لا يمكن للمستخدم إنشاء
DocType: DocType,User Cannot Search,لا يمكن للمستخدم البحث
DocType: User,User Defaults,الملف الشخصي الافتراضيات
DocType: Blogger,User ID of a Blogger,هوية المستخدم من مدون
apps/frappe/frappe/config/website.py +28,User ID of a blog writer.,اضافة الـ ID الخاص بكاتب المقال.
DocType: User,User Image,صورة العضو
DocType: DocPerm,User Permission DocTypes,DocTypes إذن المستخدم
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +30,User Permissions,ضوابط المستخدم
,User Permissions Manager,إدارة المستخدمينٍ
apps/frappe/frappe/config/setup.py +19,User Roles,صلاحيات المستخدمين
DocType: Communication,User Tags,الكلمات المستخدم
DocType: User,User Type,نوع المستخدم
DocType: User,"User Type ""System User"" can access Desktop. ""Website User"" can only be logged into the website and portal pages. ",
apps/frappe/frappe/config/website.py +23,User editable form on Website.,السماح للمستخدم بتحرير النماذج الموجودة على الموقع.
apps/frappe/frappe/core/doctype/docshare/docshare.py +36,User is mandatory for Share,العضو إلزامي للحصة
apps/frappe/frappe/model/delete_doc.py +133,User not allowed to delete {0}: {1},المستخدم لا يسمح لحذف {0}: {1}
DocType: DocField,User permissions should not apply for this Link,لا ينبغي تطبيق أذونات المستخدم لهذا الرابط
apps/frappe/frappe/core/doctype/user/user.py +76,User with System Manager Role should always have User Type: System User,يجب أن المستخدم مع نظام دور مدير دائما نوع المستخدم: نظام العضو
apps/frappe/frappe/core/doctype/user/user.py +206,User {0} cannot be deleted,المستخدم {0} لا يمكن حذف
apps/frappe/frappe/core/doctype/user/user.py +50,User {0} cannot be disabled,المستخدم {0} لا يمكن تعطيل
apps/frappe/frappe/core/doctype/user/user.py +240,User {0} cannot be renamed,المستخدم {0} لا يمكن إعادة تسمية
apps/frappe/frappe/core/doctype/user/user.py +440,User {0} does not exist,المستخدم {0} غير موجود
DocType: UserRole,UserRole,UserRole
DocType: User,Username,اسم االمستخدم
apps/frappe/frappe/core/doctype/user/user.py +321,"Username should not contain any special characters other than letters, numbers and underscore",يجب أن لا يحتوي على اسم المستخدم أي أحرف خاصة أخرى من الحروف والأرقام وتسطير
apps/frappe/frappe/core/doctype/user/user.py +315,Username {0} already exists,اسم المستخدم {0} موجود بالفعل
apps/frappe/frappe/config/setup.py +8,Users,المستخدمين
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +299,Users with role {0}:,المستخدمين مع دور {0} :
DocType: Email Account,Uses the Email ID mentioned in this Account as the Sender for all emails sent using this Account. ,يستخدم ID البريد الإلكتروني المذكور في هذا الحساب باسم المرسل لجميع رسائل البريد الإلكتروني المرسلة باستخدام هذا الحساب.
apps/frappe/frappe/templates/includes/login/login.js +46,Valid Login id required.,صالحة معرف تسجيل الدخول المطلوبة.
apps/frappe/frappe/templates/includes/login/login.js +33,Valid email and name required,مطلوب بريد إلكتروني صالح واسم صالح
DocType: DefaultValue,Value,قيمة
DocType: Email Alert,Value Change,قيمة التغيير
DocType: Email Alert,Value Changed,قيمة تغيير
apps/frappe/frappe/model/base_document.py +464,Value cannot be changed for {0},لا يمكن تغيير القيمة ل {0}
apps/frappe/frappe/custom/doctype/property_setter/property_setter.js +7,Value for a check field can be either 0 or 1,قيمة لحقل الاختيار يمكن أن يكون إما 0 أو 1
apps/frappe/frappe/model/base_document.py +369,Value missing for,قيمة مفقودة لل
DocType: Print Format,Verdana,فيردانا
apps/frappe/frappe/public/js/frappe/ui/messages.js +178,Verify,تحقق من
apps/frappe/frappe/public/js/frappe/ui/messages.js +178,Verify Password,التحقق من كلمة المرور
apps/frappe/frappe/core/doctype/user/user.py +169,Verify Your Account,التحقق من حسابك الخاص
DocType: Version,Version,الإصدار
apps/frappe/frappe/core/doctype/version/version.js +10,Version restored,النسخة استعادة
apps/frappe/frappe/core/doctype/communication/communication.js +8,View,عرض
DocType: Email Alert,View Properties (via Customize Form),عرض خصائص (عن طريق نموذج تخصيص)
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html +32,View Website,مشاهدة الموقع
apps/frappe/frappe/templates/includes/comments/comments.py +50,View it in your browser,مشاهدته في متصفحك
apps/frappe/frappe/templates/emails/print_link.html +2,View this in your browser,عرض هذا في متصفحك
DocType: Communication,Visit,زيارة
DocType: Workflow State,Warning,تحذير
apps/frappe/frappe/public/js/frappe/form/print.js +143,Warning: This Print Format is in old style and cannot be generated via the API.,تحذير: هذا تنسيق الطباعة في النمط القديم، ولا يمكن أن تتولد عن طريق API.
apps/frappe/frappe/templates/pages/404.html +12,"We are very sorry for this, but the page you are looking for is missing (this could be because of a typo in the address) or moved.",نحن نأسف جدا لهذا، ولكن الصفحة كنت تبحث عن مفقود (هذا يمكن أن يكون بسبب خطأ مطبعي في العنوان) أو نقلها.
DocType: Web Form,Web Form,نموذج ويب
DocType: Web Form Field,Web Form Field,حقل نموذج الويب
DocType: Web Form,Web Form Fields,الحقول نموذج ويب
apps/frappe/frappe/public/js/frappe/ui/upload.html +12,Web Link,ارتباط ويب
DocType: Web Page,Web Page,صفحة الويب
DocType: Web Form,Web Page Link Text,على شبكة الإنترنت نص رابط الصفحة
DocType: About Us Settings,Website,الموقع
DocType: About Us Settings,Website Manager,مدير الموقع
DocType: Website Script,Website Script,كود الموقع
DocType: Website Settings,Website Settings,إعدادات الموقع
DocType: Website Slideshow,Website Slideshow,عرض الشرائح الخاص بالموقع
DocType: Website Slideshow Item,Website Slideshow Item,موقع السلعة عرض شرائح
DocType: Website Settings,Website Theme,موضوعات الموقع
DocType: Website Settings,Website Theme Image,موضوع الموقع صورة
DocType: Website Settings,Website Theme Image Link,موضوع الموقع رابط الصورة
DocType: Web Form,Website URL,رابط الموقع
DocType: User,Website User,الموقع الخارجي
DocType: Event,Wednesday,الأربعاء
DocType: Dropbox Backup,Weekly,الأسبوعية
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +41,Welcome,ترحيب
apps/frappe/frappe/core/doctype/user/user.py +119,Welcome email sent,نرحب البريد الإلكتروني المرسلة
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +18,"When you Amend a document after Cancel and save it, it will get a new number that is a version of the old number.",عند تعديل مستند بعد الغاء وحفظه ، وسوف تحصل على عدد جديد هو نسخة من الرقم القديم .
DocType: DocField,Width,عرض
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +175,Width of the input box,عرض مربع الإدخال
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_column_selector.html +2,Widths can be set in px or %.,الاعراض يمكن تعيين في مقصف أو٪.
DocType: Blogger,Will be used in url (usually first name).,وسوف تستخدم في رابط (عادة الاسم الأول).
apps/frappe/frappe/public/js/frappe/views/reports/grid_report.js +892,With Groups,مع المجموعات
apps/frappe/frappe/public/js/frappe/views/reports/grid_report.js +893,With Ledgers,مع سجلات الحسابات
DocType: Print Settings,With Letterhead,مع رأسية
DocType: Communication,Workflow,سير العمل
DocType: Workflow Action,Workflow Action,أجراء سير العمل
DocType: Workflow Action,Workflow Action Master,سير العمل الاجراء الاساسي
DocType: Workflow Action,Workflow Action Name,سير العمل اسم العمل
DocType: Workflow Document State,Workflow Document State,حالة سير عمل الوثيقة
DocType: Workflow,Workflow Name,اسم سير العمل
DocType: Workflow State,Workflow State,حالة سير العمل
DocType: Workflow,Workflow State Field,حقل حالة سير العمل
DocType: Workflow Transition,Workflow Transition,الانتقال سير العمل
DocType: Workflow State,Workflow state represents the current state of a document.,تمثل حالة سير العمل الحالة الراهنة للوثيقة.
apps/frappe/frappe/public/js/frappe/form/workflow.js +41,Workflow will start after saving.,سوف تبدأ العمل بعد الحفظ.
DocType: DocPerm,Write,الكتابة
apps/frappe/frappe/core/doctype/report/report.js +16,Write a Python file in the same folder where this is saved and return column and result.,كتابة ملف بيثون في نفس المجلد حيث تم حفظ هذا العمود والعودة والنتيجة.
apps/frappe/frappe/core/doctype/report/report.js +8,Write a SELECT query. Note result is not paged (all data is sent in one go).,كتابة استعلام SELECT. لم يتم ترحيلها علما نتيجة (يتم إرسال جميع البيانات دفعة واحدة).
apps/frappe/frappe/config/website.py +59,Write titles and introductions to your blog.,كتابة عنواين ومقدمات المقالات الخاص بك.
DocType: Blog Settings,Writers Introduction,النص
DocType: Email Account,Yahoo Mail,بريد ياهو
DocType: Email Account,Yandex.Mail,Yandex.Mail
DocType: Company History,Year,عام
DocType: Page,Yes,نعم
apps/frappe/frappe/public/js/frappe/misc/pretty_date.js +45,Yesterday,أمس
apps/frappe/frappe/public/js/frappe/misc/user.js +87,You,أنت
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +62,You are not allowed to create / edit reports,لا يسمح لك لإنشاء تقارير / تحرير
apps/frappe/frappe/website/doctype/website_theme/website_theme.py +30,You are not allowed to delete a standard Website Theme,لا يسمح لك لحذف موضوع الموقع القياسية
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +619,You are not allowed to export this report,لا يسمح لك لتصدير هذا التقرير
apps/frappe/frappe/public/js/legacy/form.js +166,You are not allowed to print this document,لا يسمح لك طباعة هذه الوثيقة
apps/frappe/frappe/public/js/frappe/views/communication.js +353,You are not allowed to send emails related to this document,لا يسمح لك بإرسال رسائل البريد الإلكتروني ذات الصلة لهذه الوثيقة
apps/frappe/frappe/website/doctype/web_form/web_form.py +157,You are not allowed to update this Web Form Document,لا يسمح لك بتحديث هذه الوثيقة نموذج ويب
apps/frappe/frappe/templates/pages/desk.py +18,You are not permitted to access this page.,لا يسمح لك بالوصول إلى هذه الصفحة.
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +578,You can add dynamic properties from the document by using Jinja templating.,يمكنك إضافة خصائص ديناميكية من المستند باستخدام جينجا النموذجيه.
apps/frappe/frappe/templates/emails/new_user.html +12,You can also copy-paste this link in your browser,يمكنك أيضا نسخ لصق هذا الرابط في متصفحك
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +17,"You can change Submitted documents by cancelling them and then, amending them.",يمكنك تغيير الوثائق المسجلة من خلال إلغائها ، ثم تعديلها .
apps/frappe/frappe/core/page/data_import_tool/exporter.py +67,You can only upload upto 5000 records in one go. (may be less in some cases),يمكنك تحميل فقط تصل 5000 السجلات في دفعة واحدة. (قد يكون أقل في بعض الحالات)
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +27,You can use Customize Form to set levels on fields.,يمكنك استخدام نموذج تخصيص ل تحديد مستويات على الحقول .
apps/frappe/frappe/public/js/frappe/form/link_selector.js +25,You can use wildcard %,يمكنك استخدام حرف البدل٪
apps/frappe/frappe/desk/page/applications/applications.py +74,You cannot install this app,لا يمكنك تثبيت هذا التطبيق
apps/frappe/frappe/desk/like.py +38,You cannot like something that you created,لا يمكنك أحب شيء الذي قمت بإنشائه
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py +151,You cannot unset 'Read Only' for field {0},لا يمكنك ضبطه &quot;للقراءة فقط&quot; لحقل {0}
apps/frappe/frappe/desk/query_report.py +19,You don't have access to Report: {0},لم يكن لديك الوصول إلى تقرير: {0}
apps/frappe/frappe/utils/response.py +127,You don't have permission to access this file,لم يكن لديك إذن للوصول إلى هذا الملف
apps/frappe/frappe/desk/query_report.py +22,You don't have permission to get a report on: {0},ليس لديك إذن للحصول على تقرير عن: {0}
apps/frappe/frappe/website/doctype/web_form/web_form.py +75,You don't have the permissions to access this document,لم يكن لديك أذونات للوصول إلى هذه الوثيقة
apps/frappe/frappe/public/js/frappe/request.js +71,You have been logged out,لقد تم تسجيل الخروج
apps/frappe/frappe/public/js/frappe/model/create_new.js +218,You have unsaved changes in this form. Please save before you continue.,لديك تغييرات لم يتم حفظها في هذا النموذج.
apps/frappe/frappe/website/doctype/web_form/web_form.py +196,You must login to submit this form,يجب عليك تسجيل الدخول لتقديم هذا النموذج
apps/frappe/frappe/website/doctype/web_form/web_form.py +28,You need to be in developer mode to edit a Standard Web Form,عليك أن تكون في وضع المطور لتعديل نموذج ويب قياسي
apps/frappe/frappe/utils/response.py +117,You need to be logged in and have System Manager Role to be able to access backups.,تحتاج إلى أن تقوم بتسجيل الدخول ولها دور مدير النظام أن يكون قادرا على الوصول إلى النسخ الاحتياطي.
apps/frappe/frappe/templates/pages/me.py +14,You need to be logged in to access this page.,عليك أن تكون مسجلا للدخول لهذه الصفحة.
apps/frappe/frappe/website/doctype/web_form/web_form.py +72,You need to be logged in to access this {0}.,تحتاج إلى تسجيل الدخول للوصول إلى هذه {0}.
apps/frappe/frappe/core/doctype/docshare/docshare.py +42,"You need to have ""Share"" permission","تحتاج إلى أن يكون ""مشاركة"" إذن"
apps/frappe/frappe/model/rename_doc.py +97,You need write permission to rename,كنت بحاجة إلى كتابة إذن لإعادة تسمية
apps/frappe/frappe/templates/includes/contact.js +17,"You seem to have written your name instead of your email. \
					Please enter a valid email address so that we can get back.",
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js +78,"Your download is being built, this may take a few moments...",ويجري بناء التنزيل، وهذا قد يستغرق بضع لحظات ...
apps/frappe/frappe/templates/emails/new_user.html +4,Your login id is,معرف تسجيل الدخول الخاص بك هو
DocType: System Settings,Your organization name and address for the email footer.,اسم المؤسسة وعنوانك لتذييل البريد الإلكتروني.
apps/frappe/frappe/templates/emails/password_update.html +3,Your password has been updated. Here is your new password,تم تحديث كلمة السر الخاصة بك. هنا هو كلمة السر الجديدة
apps/frappe/frappe/templates/emails/auto_reply.html +2,"Your query has been received. We will reply back shortly. If you have any additional information, please reply to this mail.",وقد وردت الاستعلام الخاص بك. سوف نقوم بالرد مرة أخرى قريبا. إذا كان لديك أي معلومات إضافية، يرجى الرد على هذا البريد.
apps/frappe/frappe/core/doctype/report/report.js +10,[Label]:[Field Type]/[Options]:[Width],[تسمية]: [نوع الحقل] / [خيارات]: [العرض]
DocType: Workflow State,adjust,ضبط
DocType: Workflow State,align-center,محاذاة الوسط
